area_sqft,bedrooms,bathrooms,floors,age,garage,garden,near_school,location_score,price
5329,3,3,2,18,0,1,0,6,1428236
2760,2,2,2,11,0,1,1,2,880724
2115,4,4,1,16,0,1,0,1,838733
3130,6,2,1,14,0,0,1,2,1132194
401,4,2,1,21,1,1,0,5,574656
4844,4,4,2,25,1,1,1,8,1591399
5921,3,2,2,11,1,0,1,3,1421330
2984,5,5,3,25,1,1,1,2,1163116
3209,2,1,1,29,0,0,1,7,989943
438,2,3,3,35,0,1,1,1,382660
2093,4,2,2,31,0,0,1,4,790012
1469,2,1,2,21,0,0,1,4,638887
3147,2,1,3,2,1,1,0,5,974501
2144,4,4,3,9,1,0,0,9,1086286
2582,5,5,3,37,0,0,1,6,1239811
5486,1,5,3,25,1,0,1,3,1319774
2319,3,3,3,28,1,0,1,8,1001379
2416,4,4,1,20,0,1,0,7,1027930
1630,4,1,1,11,1,1,1,7,851479
2303,1,5,3,14,1,0,0,9,1010962
3490,2,2,2,16,1,1,0,2,1016467
2481,1,2,2,9,0,0,0,4,711279
5627,4,3,3,22,1,1,1,3,1617514
2433,1,2,1,32,0,0,1,5,766678
2993,3,2,1,6,0,0,1,3,932940
3551,4,3,2,9,0,1,1,8,1309974
3115,4,3,2,22,0,1,0,5,1033872
1837,2,2,2,8,1,0,1,9,936381
1336,1,4,1,33,0,0,1,2,550402
3766,5,2,2,9,0,1,1,7,1343265
2256,6,2,1,15,1,0,0,7,1084267
4708,6,3,2,2,1,1,1,7,1669923
2833,1,4,3,13,0,1,1,5,966729
1798,4,2,3,18,0,1,1,2,744998
5626,1,2,1,9,1,0,1,4,1276160
4089,5,1,1,10,0,0,0,1,1133311
2907,1,5,3,7,1,0,1,8,1022654
1464,2,3,3,25,1,0,0,3,600882
5980,5,5,3,13,1,1,1,7,1893967
5237,4,4,3,33,1,1,1,8,1613379
5448,1,3,3,24,0,1,1,3,1257511
5116,3,5,3,39,1,0,1,7,1477749
2461,6,3,2,15,0,1,1,9,1227131
2998,3,5,3,14,1,0,0,7,1154006
5742,2,3,3,20,0,1,1,8,1627227
3933,3,4,3,24,1,0,0,9,1419386
4995,3,3,3,35,1,0,0,7,1500238
1681,4,2,2,21,1,1,1,5,823826
4153,1,2,3,37,1,0,1,5,1136401
2946,2,3,2,6,0,1,0,4,961811
5594,6,4,1,33,1,0,0,7,1728299
948,4,5,3,38,0,0,0,3,662629
2671,5,2,3,36,0,0,1,7,1099437
4359,5,5,2,30,1,0,0,2,1274117
4891,1,5,3,13,1,0,1,7,1353957
3414,4,5,1,11,1,0,0,2,1133032
2837,6,1,1,27,1,1,1,5,1025897
1797,6,5,2,23,1,1,1,7,1159101
4750,6,1,3,37,0,0,1,9,1496403
2677,1,4,3,27,0,0,1,9,1006074
3699,4,3,3,16,0,1,0,5,1196874
4495,2,1,2,29,1,1,1,9,1289308
5718,5,1,1,9,0,1,1,9,1728008
2095,1,3,3,24,0,0,0,3,627380
880,5,4,1,4,0,0,0,9,859938
4161,1,4,1,26,1,1,0,9,1243103
3891,5,2,1,25,1,1,0,5,1200913
683,5,1,2,6,0,1,1,1,556564
2630,3,1,2,27,1,1,1,2,783413
3933,4,1,2,23,0,0,1,9,1302281
1555,1,2,2,9,1,1,1,3,549162
5441,4,5,1,12,0,0,1,1,1442459
3522,2,4,2,25,0,1,0,7,1207599
1996,6,2,2,39,1,0,0,3,849666
2227,6,5,1,5,0,1,0,4,1143886
2253,2,3,3,39,1,1,0,1,721045
3865,4,3,3,10,1,1,1,3,1229011
3789,5,4,1,5,0,0,1,4,1283871
2811,5,5,3,22,1,0,1,9,1329820
429,2,2,3,21,1,0,1,1,430940
5067,2,3,1,14,1,1,1,2,1172098
5856,5,5,1,19,0,0,1,5,1744824
2992,1,2,1,16,1,0,0,9,945098
4783,2,4,2,4,1,1,1,4,1289375
3551,2,1,2,19,1,1,1,1,823283
3430,5,4,2,1,0,0,1,7,1252130
1449,4,5,3,26,1,0,0,5,908838
542,4,1,1,33,0,0,1,7,568627
5614,2,4,1,10,1,1,1,1,1370025
1753,6,1,3,3,1,0,1,7,980157
3211,3,5,3,25,1,1,1,5,1205755
1792,5,4,1,38,0,0,0,6,920578
612,4,3,2,0,0,1,0,1,488146
566,2,5,1,20,0,0,1,3,435422
974,4,2,2,21,1,1,1,9,820463
4806,2,1,3,15,1,1,0,1,1080067
1331,6,1,3,1,1,0,1,2,732638
3451,1,5,1,4,0,1,0,8,1172897
1428,2,3,3,16,0,0,1,5,715640
1348,4,5,1,1,0,1,1,2,808418
1409,6,5,2,28,0,0,1,4,888317
1856,2,1,1,22,1,1,0,1,523554
5799,2,1,1,39,1,0,1,2,1197322
1684,3,3,3,29,1,1,0,6,818583
3392,1,3,3,0,0,0,1,7,996100
710,5,2,2,39,0,0,1,3,522828
1186,6,3,3,24,0,1,0,7,1000459
3122,6,3,2,21,1,0,1,4,1203380
1098,5,1,2,24,0,1,1,5,800085
1147,5,2,2,23,0,0,1,5,722220
3051,3,4,3,24,0,0,0,5,1096493
5287,2,5,3,3,1,0,1,5,1521895
1840,5,1,2,24,1,1,0,4,795394
3363,4,5,1,18,0,1,1,4,1209558
2794,3,3,1,38,0,0,1,9,1124497
1256,6,4,2,39,1,0,0,3,839646
4699,5,1,1,31,0,0,1,3,1252917
2702,4,2,2,37,0,0,0,8,966086
3512,6,3,1,1,0,0,0,9,1348549
4330,5,4,1,1,0,0,0,5,1352408
793,1,3,3,12,1,1,0,5,631701
1100,1,2,1,19,0,1,1,6,588212
2691,2,5,2,3,1,1,0,5,930837
5454,1,2,2,31,1,0,1,1,1136208
4897,5,2,2,6,1,1,1,5,1430140
3731,5,4,2,10,0,0,0,1,1209147
2499,6,4,1,19,0,1,1,2,971178
3833,6,5,3,17,0,0,0,5,1393482
1171,6,4,3,27,1,1,1,4,856415
4686,4,4,1,10,1,0,1,8,1463178
2716,2,5,3,8,1,0,0,8,1077356
3603,5,4,3,7,0,0,0,2,1155923
3085,4,4,1,2,1,1,0,7,1193856
5880,5,1,2,3,0,1,1,9,1798435
1795,2,2,1,16,1,0,0,8,736534
2591,6,5,3,36,1,0,0,3,1071420
4832,6,2,2,39,0,1,1,7,1583305
3115,2,3,3,32,0,0,0,1,881975
1022,6,4,1,15,0,0,1,3,771857
2921,4,2,3,24,1,1,1,7,1069740
3017,3,2,3,33,1,1,0,3,969297
3378,1,4,1,10,1,1,0,6,1109370
1408,5,1,1,3,0,1,0,1,578726
3751,3,3,3,0,0,1,0,9,1327407
3773,3,3,2,7,0,0,0,8,1180098
1595,4,1,1,17,0,0,1,8,762539
2639,5,3,2,25,0,1,1,4,1055084
1822,1,5,2,28,1,0,0,3,673365
3759,2,3,3,20,1,0,1,6,1090881
453,3,2,3,21,0,1,0,4,544311
853,6,4,2,38,0,1,1,1,642325
869,2,4,1,12,1,1,0,4,657626
5794,5,2,1,29,1,1,1,4,1645406
5724,5,1,2,21,1,0,0,9,1651708
5293,3,5,3,39,1,1,1,9,1675622
4218,1,3,1,1,0,0,0,4,1015589
3494,3,4,2,0,0,1,1,4,1217153
1798,1,5,2,31,0,0,0,2,705555
457,4,5,1,5,1,1,0,4,633881
4644,2,1,1,33,1,0,1,2,1053733
1996,6,1,3,8,1,1,1,8,1145800
5290,3,3,3,18,0,1,1,7,1459452
2593,5,3,2,17,1,0,0,3,974777
1610,3,5,3,19,0,1,0,6,927999
561,2,1,1,0,1,0,1,6,426369
1544,5,5,3,2,1,1,1,3,895384
4270,5,5,3,36,0,0,1,7,1533560
1232,4,5,3,18,0,0,1,5,916665
1110,1,5,1,0,1,0,0,9,804440
5940,2,2,2,38,0,0,1,4,1364404
4852,6,3,2,33,1,1,0,5,1461931
1082,4,4,2,14,0,1,1,7,892627
3919,4,3,3,18,0,1,0,4,1198107
3053,3,5,1,11,0,1,1,2,1045735
2034,2,1,2,1,0,0,0,2,672905
5331,3,4,3,24,0,0,0,3,1389005
5024,4,2,3,27,1,0,1,6,1512744
2113,2,5,3,2,0,0,1,2,807188
5543,4,4,2,16,1,1,1,3,1557401
2393,2,5,2,32,1,0,0,8,1056866
3866,3,3,1,19,0,0,0,4,1071731
3253,4,4,3,28,1,1,0,2,1162660
711,1,4,3,25,0,1,0,6,508249
3858,2,2,1,35,1,1,0,2,902311
5155,2,5,2,24,0,1,0,3,1374845
4243,2,4,3,9,0,0,0,5,1213232
2269,6,1,3,6,1,1,1,6,1051818
777,6,3,3,30,1,1,1,9,1003847
2937,1,3,2,30,1,1,1,9,1045609
4715,2,1,2,35,1,1,1,4,1125379
1878,5,2,3,12,1,1,0,8,1058013
2889,2,5,1,26,0,0,1,4,952438
1867,6,2,3,30,1,0,1,2,886359
4965,4,2,1,23,1,1,0,9,1453083
1555,1,1,1,2,0,0,1,5,581208
3179,5,5,1,4,0,0,0,5,1258320
5308,6,1,1,8,0,0,1,7,1589361
1386,2,5,2,19,1,1,0,9,914603
1239,6,1,2,25,1,0,0,8,843933
4214,2,5,1,31,0,1,1,9,1394480
4865,1,2,1,6,0,0,1,8,1304385
1414,4,3,1,29,0,0,1,5,811957
650,2,4,3,35,1,1,0,9,679490
4657,5,2,1,7,1,1,1,1,1326893
4263,1,5,2,9,0,0,0,7,1282889
5158,4,3,1,2,0,1,1,8,1551109
2860,6,4,3,36,0,0,1,1,1112062
1892,4,4,2,19,1,1,0,2,896337
2894,6,3,1,16,0,1,0,5,1104784
5088,4,5,3,36,0,1,1,2,1452072
5834,2,3,2,16,0,1,1,1,1356296
2630,1,3,2,37,0,0,1,2,767704
3280,3,2,1,6,1,0,0,7,1033213
1392,6,3,1,2,1,0,1,3,794879
2402,5,3,3,0,0,1,0,4,1048922
5654,4,3,1,2,0,0,1,6,1582472
5245,1,5,3,15,0,0,1,4,1296493
962,3,3,2,27,0,1,0,7,766615
1355,3,4,2,34,1,0,0,8,865960
3565,5,5,3,27,1,0,1,6,1338007
4687,2,1,3,32,1,1,0,7,1315963
2164,3,3,2,7,1,1,0,1,705231
5117,4,2,3,26,1,0,1,7,1555112
4808,2,4,3,23,0,0,0,7,1312647
5770,5,3,1,5,1,0,0,5,1621528
2183,2,5,2,18,0,1,0,2,825504
4326,5,1,1,31,1,0,1,5,1298120
1417,1,4,1,36,1,1,1,5,654266
675,6,3,1,27,0,0,0,5,776224
4885,2,3,1,37,1,1,0,6,1264813
5558,4,5,2,2,0,0,0,3,1519557
5534,6,2,1,33,1,1,1,1,1442552
1534,1,4,3,30,1,1,0,2,687422
5822,6,3,1,0,1,0,0,9,1751407
4265,1,3,2,9,0,1,1,2,1023483
990,4,5,2,37,1,0,1,2,658088
5277,2,3,3,32,0,1,0,7,1413099
5381,2,4,2,9,0,0,1,9,1612831
4862,4,5,3,26,1,0,1,1,1330181
4207,6,2,1,1,0,1,0,2,1332785
5416,5,2,2,36,1,0,0,6,1617503
3137,6,3,2,18,1,1,0,8,1399895
4341,2,2,3,11,1,0,0,3,1087828
5301,3,3,3,11,0,0,1,2,1408673
3579,1,1,3,10,1,1,0,5,973786
3193,5,3,1,25,1,1,0,3,1093727
4326,1,5,1,39,1,1,1,8,1347261
1946,6,1,1,26,0,1,0,6,961123
2007,1,1,3,5,0,0,1,1,622234
859,2,1,1,10,1,1,0,1,455688
2837,1,2,1,34,1,0,1,4,727034
3486,1,4,3,35,1,1,0,2,932640
2039,5,4,1,35,1,0,1,5,912503
1311,6,5,1,26,1,1,0,7,941261
2441,5,2,1,19,0,1,0,4,951290
1819,4,2,1,12,1,1,1,1,652158
4468,2,1,1,33,1,0,0,8,1177395
5021,1,5,3,22,0,1,0,5,1332302
1127,4,3,1,13,1,0,1,3,602551
832,4,5,3,39,0,1,1,4,715395
2261,1,3,1,4,0,1,1,1,587826
4449,6,3,3,37,0,0,0,7,1521445
931,2,1,3,22,1,0,0,3,542224
1964,2,3,3,24,1,0,0,7,802048
5403,2,4,3,34,0,1,0,6,1484713
785,6,3,3,30,1,1,1,8,924227
1051,4,2,2,6,0,0,0,8,819769
610,5,4,1,7,1,0,0,7,857835
5449,5,3,3,21,1,1,1,6,1721936
1578,5,1,2,28,1,1,1,5,906726
4671,6,5,2,27,1,1,1,7,1602011
5155,6,4,2,15,0,0,1,9,1795145
5874,5,4,3,27,1,1,0,7,1844001
4321,5,3,2,1,1,0,1,8,1567294
4150,4,1,2,23,0,0,0,1,1140727
4576,1,1,3,28,1,1,1,2,1056276
1863,2,2,1,32,0,0,1,1,487647
3112,2,1,3,30,1,1,1,6,982549
1635,1,2,3,3,1,1,1,7,708505
2126,5,4,3,5,0,1,0,5,1003157
425,2,4,1,9,1,0,1,2,408780
3003,1,2,3,21,0,1,0,2,793489
1558,5,1,2,0,0,1,1,3,803620
1952,1,2,2,37,1,1,1,5,663248
2051,5,2,3,22,1,0,0,1,792513
1973,6,5,3,2,0,1,0,1,1005971
4536,1,4,1,18,1,0,1,4,1159168
1137,3,4,3,5,0,0,0,9,787283
2869,2,3,2,37,0,1,1,2,836651
3154,6,1,1,8,0,1,0,5,1213680
4126,4,4,2,22,1,0,1,5,1262542
4574,1,1,2,39,1,0,1,6,1140440
1522,2,2,3,13,1,0,0,8,730439
3873,1,3,2,36,0,1,1,5,1087649
828,6,4,2,15,0,1,0,8,915461
5506,1,4,3,9,1,1,1,1,1337234
1548,2,1,2,13,0,0,1,1,520023
5571,1,1,3,39,0,1,0,7,1369797
4770,1,4,1,14,0,1,1,2,1153171
3517,1,1,2,26,0,1,0,1,794621
5559,6,5,2,19,1,1,0,9,1889984
2336,6,1,1,18,1,1,0,2,899851
4357,5,2,2,24,0,1,1,7,1391393
3398,4,1,1,35,0,1,0,5,993494
3471,3,3,1,8,0,1,0,9,1220006
4274,5,1,3,30,0,1,0,9,1421904
616,3,2,1,38,0,1,0,5,523717
1048,5,3,2,9,1,0,1,8,868228
1949,4,1,3,11,1,1,1,9,1001441
1353,5,3,3,29,0,0,1,3,841595
2274,5,3,3,0,0,0,1,9,1158445
4071,2,1,3,34,1,1,0,8,1266844
5626,1,4,1,8,1,0,0,1,1222695
961,1,2,2,12,1,1,0,5,531039
4463,5,5,2,33,0,0,1,2,1337806
3255,1,5,2,37,0,0,0,6,1068426
1722,2,5,2,15,0,1,0,7,805862
5641,1,5,2,39,1,1,0,7,1495872
3190,1,3,1,4,1,0,1,9,1054668
757,2,4,3,24,1,1,1,1,595464
4513,2,4,2,28,1,0,1,6,1222180
1127,2,5,2,30,0,1,0,5,714909
3748,4,3,1,28,0,1,0,2,1123556
3748,2,4,1,6,0,1,0,9,1221894
5052,6,2,3,28,0,1,0,6,1606311
1842,3,3,3,34,1,0,1,7,879395
4915,1,2,1,32,0,0,0,2,1073064
5435,3,2,1,31,0,0,0,1,1168163
1560,4,5,2,27,1,1,1,6,987774
2449,1,4,3,11,1,1,1,8,946077
5602,6,1,2,5,0,1,1,8,1677097
2865,5,5,3,26,0,0,0,2,1087504
4559,5,2,1,21,0,1,1,5,1347128
3682,5,2,3,14,1,0,0,7,1254691
1294,3,3,3,7,0,0,0,5,685641
3680,6,5,2,15,1,0,0,7,1531978
508,5,1,3,21,0,1,1,5,599914
801,6,2,2,32,1,0,1,9,881121
2210,3,2,3,25,1,0,1,9,964289
884,4,3,3,22,1,0,1,6,717357
1478,1,5,3,17,1,0,1,7,854018
4219,2,2,1,33,1,1,0,5,1164538
741,5,5,3,26,0,0,0,6,886172
3618,6,3,2,3,1,1,0,9,1441046
5465,2,2,1,15,1,0,0,4,1264869
4863,2,1,3,26,1,0,0,2,1209056
5324,4,4,2,7,0,0,1,4,1509618
1657,6,5,1,32,1,0,1,9,1099550
4777,2,1,2,12,1,1,1,5,1259320
2435,4,5,1,36,0,0,0,2,932874
1929,3,1,2,7,0,0,1,9,914800
953,2,1,3,13,1,0,1,2,522381
3668,4,4,2,14,1,1,0,5,1203387
1238,2,4,1,6,1,0,0,1,541710
1037,6,2,2,34,0,0,0,2,662060
1524,5,4,2,37,0,1,0,5,851009
5822,2,4,3,20,0,1,1,8,1617337
3622,1,4,2,31,0,0,1,9,1082157
885,4,2,1,6,1,0,0,5,698170
4139,2,1,1,20,1,1,0,4,1032442
3762,2,3,2,2,1,1,0,1,980396
2031,3,5,2,28,1,0,1,4,874128
899,2,2,1,36,0,0,0,9,559369
1437,4,1,2,23,1,1,1,6,772444
1552,2,3,1,33,0,1,0,1,520077
5511,4,3,3,33,0,1,1,1,1373709
3204,3,1,3,4,1,0,0,4,948333
5441,2,4,1,39,1,1,1,3,1419819
4698,3,5,2,4,0,1,1,1,1256433
4819,4,3,2,37,1,1,1,8,1574358
4788,6,5,2,14,1,1,0,6,1566343
3659,6,4,2,8,1,0,0,8,1463619
608,5,1,3,15,1,1,1,8,854458
2190,2,3,3,8,0,1,0,2,712601
4580,3,5,3,7,1,1,0,3,1439704
3982,4,4,2,24,0,0,0,1,1114452
2617,1,2,2,23,1,1,0,5,810779
1753,6,1,1,21,0,1,0,3,773979
888,6,3,2,27,1,1,1,3,789240
3411,2,1,2,7,1,1,1,4,1044071
1504,4,1,1,4,1,1,1,6,813205
518,2,1,1,31,0,1,0,3,399461
2190,1,5,2,28,0,1,0,8,974243
606,3,4,2,31,0,1,0,4,517700
2217,6,5,3,30,0,0,0,2,1063069
3828,4,2,1,4,0,0,1,1,1102966
5349,3,3,2,16,0,1,1,6,1428803
1494,5,3,3,10,0,1,0,1,756676
5064,1,1,3,13,0,1,0,9,1386236
2232,6,3,2,19,0,1,0,5,1124123
2207,6,4,3,35,1,1,1,6,1092447
3750,5,1,1,2,1,0,1,1,1024402
1566,1,1,3,8,1,1,0,7,663511
4393,2,3,2,24,0,1,0,8,1267996
2745,5,1,1,3,0,0,0,1,923423
4609,2,1,3,5,0,0,1,8,1345759
5936,6,5,3,26,0,1,0,9,2000604
5929,2,2,3,38,1,0,1,2,1329336
5970,4,3,3,32,1,1,1,6,1682461
547,5,1,3,32,1,1,0,1,518874
5410,4,3,3,15,1,0,1,7,1560702
3254,2,2,1,14,0,0,1,1,829601
3264,6,4,1,35,1,0,0,3,1232287
5844,6,2,1,7,1,0,0,7,1757081
5486,4,5,1,8,0,1,0,1,1522062
1928,4,4,2,15,1,0,1,4,829557
2851,2,2,1,13,1,1,0,7,919039
4348,6,2,2,1,1,1,1,8,1614941
5755,5,4,2,5,1,0,0,4,1659261
2852,4,3,3,14,0,0,1,1,917913
1539,1,4,2,28,1,1,0,7,804057
736,1,2,2,23,1,1,1,1,397003
3224,3,4,2,3,1,1,0,3,1130594
4706,1,3,1,31,0,0,1,9,1315648
2383,4,5,1,23,0,1,0,4,1031829
1988,5,4,2,35,0,0,1,1,880805
5372,5,3,3,24,1,0,0,1,1418222
2620,1,3,3,24,0,1,1,6,838315
5216,1,3,1,15,0,0,0,6,1295966
1832,5,3,3,8,0,1,1,6,1005501
2560,1,1,3,7,1,1,1,9,907481
863,6,2,1,20,1,0,1,6,761747
825,2,3,2,6,1,0,0,9,698074
4777,5,2,2,0,0,0,1,6,1538461
1712,5,1,2,23,1,0,0,6,821698
5799,3,4,2,22,1,1,1,8,1656182
2861,4,2,3,5,1,1,1,8,1239925
5975,2,1,1,2,0,0,0,1,1229421
4193,1,1,3,14,1,1,0,4,1057031
1940,6,4,1,9,0,1,0,7,1019231
1988,6,4,2,4,0,0,0,3,956129
5694,5,2,1,14,0,0,1,9,1626322
777,5,2,2,15,0,1,1,2,703125
2190,6,1,1,22,1,1,1,7,989558
4095,6,2,3,36,1,0,1,9,1424697
2392,3,1,2,20,0,0,0,4,818480
4885,2,2,2,19,1,1,1,9,1363046
1901,4,2,1,10,1,1,1,8,1015823
2748,3,1,2,12,0,0,0,9,995129
1843,4,2,2,34,0,1,0,4,733666
4766,1,4,1,9,1,0,0,3,1140936
3161,6,2,3,4,1,1,1,4,1283591
4924,2,3,3,30,1,1,0,9,1441108
5526,3,1,2,24,1,0,1,9,1469211
2276,6,3,1,32,1,0,0,1,887186
2008,1,3,3,14,1,1,1,7,775765
2777,5,5,2,13,1,1,0,4,1194160
2514,4,1,1,6,0,1,0,7,919877
2987,4,1,3,37,0,0,0,8,1009793
5820,4,1,1,24,0,1,0,1,1299519
5547,6,2,2,26,0,0,1,3,1597850
1910,6,4,1,6,1,1,1,3,1075717
4683,5,4,2,26,0,0,0,5,1403727
4094,3,2,3,20,1,1,0,9,1398735
2900,6,3,2,4,1,0,1,9,1285442
5572,4,2,1,11,1,0,1,1,1332322
2042,3,3,3,5,1,0,0,4,914126
1329,1,4,1,6,0,0,1,5,676985
482,3,5,1,13,1,0,1,9,760113
3979,2,1,3,29,0,0,1,7,1191957
1992,5,5,1,14,0,0,1,1,867955
5499,6,2,3,14,0,1,1,2,1572821
5418,3,5,2,20,0,1,1,4,1513043
5548,3,3,2,1,1,0,0,2,1374280
3400,4,1,2,8,0,1,0,4,985878
4201,5,5,2,29,0,1,0,9,1493224
945,4,5,3,32,0,1,0,1,744039
589,6,5,1,22,1,1,0,2,746410
5739,2,4,3,13,1,1,0,4,1445465
2247,4,5,3,19,0,1,1,1,952047
4295,2,2,1,11,0,1,1,9,1291119
1493,1,5,3,22,1,0,0,8,753960
5535,4,1,3,4,1,0,1,9,1667265
3417,3,3,3,26,1,1,1,6,1141883
4141,5,4,1,1,1,1,1,6,1486497
4587,2,3,1,6,1,0,0,3,1174395
1761,3,1,1,29,0,1,0,2,664473
2530,5,4,1,19,0,0,1,6,1023309
2977,3,5,2,20,0,1,1,2,1006421
1266,1,2,3,12,0,1,0,3,495992
4230,1,1,1,25,0,1,1,2,888492
4901,6,1,3,34,1,1,0,1,1381990
3013,3,2,1,1,0,1,0,3,893784
3903,2,5,2,36,1,0,1,9,1336109
1828,5,2,3,16,1,1,0,7,979705
2934,6,5,3,13,0,1,0,5,1242798
1974,1,5,3,9,0,1,1,5,837487
1207,6,3,3,3,1,1,1,9,1131020
2810,4,3,2,5,0,0,1,4,997373
1781,2,4,1,24,0,1,1,9,830655
1096,4,5,1,24,0,0,1,7,798329
5402,3,1,2,33,1,1,0,6,1450506
3163,3,4,3,3,1,0,1,8,1171489
1672,4,5,3,39,0,1,1,8,971437
4443,3,4,1,22,1,0,0,1,1213210
1705,1,4,2,11,0,0,0,8,742531
2863,4,2,1,18,0,0,0,3,931052
1357,5,4,3,9,0,0,0,9,950615
2937,4,4,2,35,1,0,0,4,1035952
5932,6,3,1,38,1,1,0,7,1730026
5495,2,4,3,7,1,0,1,7,1581444
2743,2,4,3,28,1,1,0,1,889314
450,1,5,3,6,0,1,0,5,619238
4843,3,1,1,35,1,1,0,5,1316402
1359,2,2,3,18,0,0,0,2,471948
5082,2,3,1,31,0,1,0,1,1141003
3789,2,4,3,21,0,1,1,2,1029990
5005,3,2,2,0,0,1,1,8,1515647
2343,4,5,1,27,1,1,1,7,1030110
5444,1,5,3,36,0,0,0,5,1446551
5077,3,4,3,14,1,0,0,7,1514820
5768,2,3,1,11,0,0,1,3,1382421
1273,1,3,1,22,0,0,1,3,478855
2631,4,2,2,18,0,0,0,4,863772
4790,4,3,2,16,0,1,0,2,1296037
4136,5,1,1,15,0,0,1,8,1278298
5969,6,1,3,22,0,0,0,1,1606567
492,1,2,1,0,0,1,0,9,476505
4769,3,4,3,23,0,0,0,9,1534129
4024,3,2,3,9,1,1,0,3,1100107
519,6,3,1,38,0,0,1,2,616968
2553,4,4,2,35,1,1,1,3,1002922
1242,5,5,2,2,1,0,1,7,989103
1528,4,4,2,38,0,1,0,8,891813
3996,2,5,3,19,0,1,1,8,1336615
4236,2,2,1,35,1,0,1,4,1108053
2728,1,3,2,21,0,0,0,4,852136
3502,5,5,2,23,0,1,0,7,1421357
3089,3,1,2,0,0,1,1,8,1078654
2577,2,5,2,23,0,0,0,5,957771
477,1,2,3,22,1,1,1,7,562399
1300,4,4,2,21,1,0,1,9,995061
1803,5,1,1,14,1,0,0,7,853902
1498,4,4,2,2,1,1,1,5,868267
2398,3,4,3,16,0,1,1,2,856610
2043,5,3,2,22,0,1,0,1,792543
4224,4,1,2,16,1,0,0,4,1247715
5230,3,3,2,15,1,1,0,1,1350821
3974,5,5,1,25,1,1,0,6,1354812
1627,4,1,2,33,1,1,1,7,769272
3089,2,3,2,30,1,1,0,6,932453
2991,5,2,3,17,1,1,0,2,1108694
4738,2,2,2,5,1,1,0,3,1274993
996,1,3,2,31,1,0,1,7,573546
3664,6,4,1,4,1,1,0,5,1284759
2927,3,4,1,38,0,1,0,9,1162450
2034,4,3,3,29,1,1,1,6,896646
4279,3,3,2,8,1,1,1,5,1356314
5488,6,2,3,38,1,1,1,1,1514132
2180,2,1,2,29,1,1,1,4,713546
5849,2,3,2,17,1,0,1,2,1350363
3182,6,3,2,31,0,1,0,1,1050991
2085,5,4,3,1,1,0,1,8,1126630
2564,3,5,1,2,0,0,0,7,1104237
3240,2,3,1,31,0,0,0,5,894763
5541,4,4,3,31,1,1,0,5,1677392
1828,1,2,1,27,0,0,1,1,545780
2681,3,4,3,8,0,0,1,2,881080
5603,2,3,3,11,0,1,1,2,1330231
5069,2,3,3,21,1,1,0,6,1475480
5803,3,1,3,18,1,0,1,6,1443489
3983,3,5,3,17,1,1,0,4,1310629
1231,6,1,3,0,1,0,0,6,925508
3708,5,4,3,31,1,1,1,3,1301013
3653,2,4,1,16,1,1,0,8,1247376
2780,5,1,1,8,1,0,1,8,1044525
919,4,3,2,5,0,0,1,3,590737
4279,3,2,1,23,0,0,0,5,1182972
4540,2,2,2,37,0,1,0,3,1166363
3110,2,5,2,4,0,0,0,5,1074459
991,3,4,3,19,0,0,0,8,752778
1425,1,1,3,3,0,0,1,6,599022
4378,6,5,1,24,0,0,1,2,1408990
1484,4,5,3,9,1,0,0,9,971860
661,4,5,2,28,0,0,0,4,649867
1069,4,3,1,21,1,0,0,6,731286
4186,4,2,2,27,0,1,1,5,1268811
4308,3,2,3,11,1,1,0,4,1269958
3071,6,2,2,19,0,0,0,4,1130611
4927,6,5,2,32,0,0,1,6,1664417
1638,2,3,2,37,1,0,0,7,791307
2518,4,4,2,5,1,1,0,2,989506
5276,4,5,1,25,0,0,1,9,1600485
5089,1,2,1,10,1,0,1,6,1342641
1177,3,5,1,18,0,1,1,1,659598
3815,3,3,1,29,1,0,1,8,1227051
4858,5,4,3,32,0,0,0,8,1549174
4296,6,1,3,7,1,0,1,8,1481798
1619,6,1,1,2,0,0,0,2,801377
5510,5,4,1,5,0,0,1,3,1562255
1932,6,2,2,3,0,1,1,4,930392
1558,4,1,1,4,0,1,0,4,641300
4220,1,3,2,2,0,1,0,8,1244459
4862,2,5,1,38,0,0,0,5,1278110
5558,6,3,2,25,1,1,1,7,1732006
5826,4,4,1,16,1,1,1,6,1718961
3723,2,3,2,28,1,0,1,7,1130031
2286,5,5,1,18,1,1,1,6,1045889
1824,4,3,2,22,0,0,0,7,965169
1314,6,3,2,19,0,1,0,8,1028555
5995,1,4,3,38,1,1,0,1,1426289
5515,6,4,2,12,1,0,1,4,1670448
4094,1,4,3,25,0,0,1,4,1118771
2273,2,3,3,26,0,0,1,5,886584
4266,2,1,2,10,0,0,1,6,1186712
4868,4,3,2,8,0,0,1,7,1457156
4016,5,2,3,1,1,0,1,5,1421416
3066,1,1,3,6,0,0,1,1,769140
2151,4,2,2,9,1,0,0,4,810927
3819,1,3,2,1,1,1,1,8,1234018
1109,1,1,2,2,1,1,0,1,369143
1379,1,3,3,3,1,0,1,4,651247
3624,4,4,3,3,1,0,1,7,1326046
2686,3,2,3,4,1,1,1,9,1096630
4036,4,4,3,36,1,1,0,8,1337946
1582,3,3,2,29,1,1,1,2,769243
2614,4,1,1,6,0,1,0,4,849601
3168,6,2,1,0,1,0,1,2,1055679
5393,2,1,1,31,0,1,1,2,1182647
2550,3,2,1,17,0,0,0,5,828061
5199,1,1,2,8,0,0,1,9,1387609
